name,description,imgUrl,price,category
"NailPolish - Liquid Silver, Charm Pink, Tickle Me Pink, Sweet Orange, Charcoal Star,  Zero-chip, Heavily Pigmented",55 ml,https://www.bigbasket.com/media/uploads/p/l/40258321_1-juice-nailpolish-liquid-silver-charm-pink-tickle-me-pink-sweet-orange-charcoal-star-zero-chip-heavily-pigmented.jpg,3.38,Beauty & Hygiene
"Texture Refining Toner - With Glycolic Acid & Red Clover Flower Extract, No Parabens",100 ml,https://www.bigbasket.com/media/uploads/p/l/40238542_1-be-soulfull-texture-refining-toner-with-glycolic-acid-red-clover-flower-extract-no-parabens.jpg,3.45,Beauty & Hygiene
Patchouli Pure Essential Oil,12 ml,https://www.bigbasket.com/media/uploads/p/l/40149947_3-inatur-patchouli-pure-essential-oil.jpg,4.05,Beauty & Hygiene
"Gua Sha - Face Massaging Stone, For Skin Toning",100 g,https://www.bigbasket.com/media/uploads/p/l/40262777_1-dash-pro-dashpro-gua-sha-face-massaging-stone-for-skin-toning-reducing-puffiness-skin-elasticity-for-men-women-made-with-aventurine-loaded-with-positive-energy-vitality-assorted.jpg,4.01,Beauty & Hygiene
Popxo Makeup Collection - Mini Lip Kit,2.5 g,https://www.bigbasket.com/media/uploads/p/l/40234781_1-myglal-popxo-makeup-collection-mini-lip-kit.jpg,2.61,Beauty & Hygiene
Beard Growth Oil - Advanced,60 ml,https://www.bigbasket.com/media/uploads/p/l/40185311_5-ustraa-beard-growth-oil-advanced.jpg,5.03,Beauty & Hygiene
Glitter Switch - Glitter Release Liquid Lipstick,3 ml,https://www.bigbasket.com/media/uploads/p/l/40170703_1-lottie-london-glitter-switch-glitter-release-liquid-lipstick.jpg,5.59,Beauty & Hygiene
"Hand Sanitizer With Mint & Lemon, Non-Sticky",10x50 ml,https://www.bigbasket.com/media/uploads/p/l/1212704_1-bb-home-hand-sanitizer-with-mint-lemon-non-sticky.jpg,2.3,Beauty & Hygiene
Berry Berry Handmade Soap,150 g,https://www.bigbasket.com/media/uploads/p/l/40063939_2-nyassa-berry-berry-handmade-sugar-soap.jpg,2.43,Beauty & Hygiene
Fragrant Deo Soap - Good Morning,125 g,https://www.bigbasket.com/media/uploads/p/l/40127477_3-park-avenue-fragrant-deo-soap-good-morning.jpg,1.47,Beauty & Hygiene
Travel Collection Eau De Toilette - For Men,20 ml,https://www.bigbasket.com/media/uploads/p/l/40260860_1-mercedes-benz-mercedes-benz-travel-collection-for-man-eau-de-toilette-20ml.jpg,21.29,Beauty & Hygiene
HD Matte Lipstick - Pigmented & Provides Flawless Coverage,3.5 g,https://www.bigbasket.com/media/uploads/p/l/40223778_1-swiss-beauty-hd-matte-lipstick-pigmented-provides-flawless-coverage.jpg,2.09,Beauty & Hygiene
Fresh Active Men Deodorant - 48h Long lasting Freshness,2x150 ml,https://www.bigbasket.com/media/uploads/p/l/1213581_2-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,2.64,Beauty & Hygiene
Deep Nourish Body Lotion,2x400 ml,https://www.bigbasket.com/media/uploads/p/l/1208528_5-parachute-advansed-deep-nourish-body-lotion.jpg,3.17,Beauty & Hygiene
Age Miracle Wrinkle Corrector Day Cream - SPF 18 PA++,20 g,https://www.bigbasket.com/media/uploads/p/l/40127433_2-ponds-age-miracle-wrinkle-corrector-day-cream-spf-18-pa.jpg,2.06,Beauty & Hygiene
"Intensive Care Cocoa Glow Body Lotion - With Shea Butter, Non-Greasy Formula",400 ml,https://www.bigbasket.com/media/uploads/p/l/286741_23-vaseline-intensive-care-cocoa-glow-body-lotion-with-shea-butter-non-greasy-formula.jpg,2.19,Beauty & Hygiene
Megalast Lip Color,3.5 g,https://www.bigbasket.com/media/uploads/p/l/40142091_2-wet-n-wild-megalast-lip-color.jpg,2.06,Beauty & Hygiene
Whey Protein Concentrate Powdered Drink Mix - Added Vanilla Flavour,1 kg,https://www.bigbasket.com/media/uploads/p/l/40224931_1-essen-whey-protein-concentrate-powdered-drink-mix-added-vanilla-flavour.jpg,32.0,Beauty & Hygiene
Aurum EDP Fruity Perfume For Women,75 ml,https://www.bigbasket.com/media/uploads/p/l/40159196_6-ajmal-aurum-edp-fruity-perfume-for-women.jpg,23.1,Beauty & Hygiene
"Rosebay Lipstick + Lip Liner Pencil - With Built-In Sharpener, Matte Finish",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40212427_5-eyetex-dazller-lipstick-matte.jpg,1.23,Beauty & Hygiene
HD PRO Conceal,8 g,https://www.bigbasket.com/media/uploads/p/l/40147485_1-la-girl-hd-pro-conceal.jpg,4.87,Beauty & Hygiene
"Pure Radiance Facial Oil - Moroccan Argan Oil, Golden Jojoba Oil, Extra Virgin Olive Oil, Replenish + Rebalance, No Parabens, No Silicones",20 ml,https://www.bigbasket.com/media/uploads/p/l/40181221_6-stbotanica-pure-radiance-facial-oil-replenish-rebalance.jpg,6.37,Beauty & Hygiene
"Eau De Parfum - Fresh, Long Lasting Fragrance, For Men",100 ml,https://www.bigbasket.com/media/uploads/p/l/40235428_2-one8-by-virat-kohli-eau-de-parfum-fresh-long-lasting-fragrance-for-men.jpg,7.48,Beauty & Hygiene
"Shower Gel - Aroma, Morning Tonic",3x250 ml,https://www.bigbasket.com/media/uploads/p/l/1206624_2-palmolive-shower-gel-aroma-morning-tonic.jpg,4.84,Beauty & Hygiene
Tribulus Extract 500 mg Vegetarian Capsules - Testosterone Booster,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40115062_4-natures-velvet-tribulus-extract-500-mg-vegetarian-capsules-testosterone-booster.jpg,4.16,Beauty & Hygiene
"Trilokya Chintamanin Ras Tablets -  Promotes Strength Digestive Strength, Respiratory System",30 pcs,https://www.bigbasket.com/media/uploads/p/l/40215586_1-basic-ayurveda-trilokya-chintamanin-ras-tablets-promotes-strength-digestive-strength-respiratory-system.jpg,13.0,Beauty & Hygiene
"Hydration & Anti-Aging Youth Boost Lotus Face Mask pH: 5.5 - For Smoother, Brighter Complexion",50 ml,https://www.bigbasket.com/media/uploads/p/l/40256077_1-koric-hydration-anti-aging-youth-boost-lotus-face-mask-ph-55-for-smoother-brighter-complexion.jpg,4.51,Beauty & Hygiene
Aurum Parfum Deodorant - For Women,200 ml,https://www.bigbasket.com/media/uploads/p/l/40159272_2-ajmal-aurum-perfume-deodorant-for-women.jpg,1.99,Beauty & Hygiene
Mascara - Eyeconic Curling,9 ml,https://www.bigbasket.com/media/uploads/p/l/40096649_5-lakme-mascara-eyeconic-curling.jpg,3.2,Beauty & Hygiene
"Nail Polish - Dark Purple, Rich Black, Zaffre, Hampton Green, Merlot, Zero-chip, Heavily Pigmented",55 ml,https://www.bigbasket.com/media/uploads/p/l/40258324_1-juice-nail-polish-dark-purple-rich-black-zaffre-hampton-green-merlot-zero-chip-heavily-pigmented.jpg,3.38,Beauty & Hygiene
"Aloe Hydration Body Lotion - Normal Skin, With Deep Moisture Serum & Aloe Vera, 48h Deep Moisture",400 ml,https://www.bigbasket.com/media/uploads/p/l/40124827_6-nivea-body-lotion-aloe-hydration-with-aloe-vera-for-men-women.jpg,2.98,Beauty & Hygiene
Noni Gold Extract Dietary Supplement Capsules - Immunity Booster,90 pcs,https://www.bigbasket.com/media/uploads/p/l/40227395_2-himalayan-organics-noni-gold-extract-dietary-supplement-capsules-ilunity-booster.jpg,6.99,Beauty & Hygiene
"Face Wash - White Tea & Chamomile, Everyday Pollution Defence, All Skin Types, No Chemicals, Paraben Free",100 ml,https://www.bigbasket.com/media/uploads/p/l/40035404_2-aroma-magic-face-wash-white-tea-chamomile.jpg,1.39,Beauty & Hygiene
"Soft Light Moisturizer - With Vitamin E & Jojoba Oil, Instant Hydration, Non-Greasy Cream, For Face, Hand & Body",200 ml,https://www.bigbasket.com/media/uploads/p/l/255207_6-nivea-soft-light-moisturiser-for-face-hand-body-non-sticky-cream-with-vitamin-e-jojoba-oil.jpg,2.17,Beauty & Hygiene
Elegance Deodorant-For Men 150 ml + Gentleman Classic Deodorant-For Men 150 ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1208252_1-yardley-london-elegance-deodorant-for-men-150-ml-gentleman-classic-deodorant-for-men-150-ml.jpg,3.11,Beauty & Hygiene
MyGlamm Wipout Germ Killing Face Wash-Rose & Honey-60gm,60gm,https://www.bigbasket.com/media/uploads/p/l/40257397_1-myglal-myglal-wipout-germ-killing-face-wash-rose-honey-60gm.jpg,0.83,Beauty & Hygiene
Rhuma Oil - For Pain Relief,50 ml,https://www.bigbasket.com/media/uploads/p/l/40192133_2-baidyanath-nagpur-rhuma-oil-for-pain-relief.jpg,0.77,Beauty & Hygiene
Hair Therapy Intense Repair Conditioner - with Keratin Actives,75 ml,https://www.bigbasket.com/media/uploads/p/l/266680_8-dove-intense-repair-hair-conditioner-for-damaged-frizzy-hair.jpg,0.85,Beauty & Hygiene
"Organic Wheatgrass Powder - Supports Energy & Immunity With Enzymes, Amino Acids & Nutrients",100 g,https://www.bigbasket.com/media/uploads/p/l/40255424_1-carbamide-forte-organic-wheatgrass-powder-supports-energy-ilunity-with-enzymes-amino-acids-nutrients.jpg,2.0,Beauty & Hygiene
"Skin Polishing Cucumber Face Scrub - Exfoliating, Refreshing, For Soft, Supple Skin",100 g,https://www.bigbasket.com/media/uploads/p/l/40259559_1-swiss-beauty-swiss-beauty-skin-polishing-face-scrub-cucumber-100g.jpg,2.3,Beauty & Hygiene
"Strawberry Face Scrub - 6 Precious Herbs, Removes Dirt Opens Clogged Pores, Softens & Tones, Free from Paraben & Sulphate",150 g,https://www.bigbasket.com/media/uploads/p/l/40149689_2-inatur-strawberry-face-scrub.jpg,2.43,Beauty & Hygiene
"Shower Gel - Therapy Morning Tonic, Imported",2x250 ml,https://www.bigbasket.com/media/uploads/p/l/1205010_2-palmolive-shower-gel-therapy-morning-tonic-imported.jpg,2.93,Beauty & Hygiene
"Face Scrub - Rice Water, Enriched with Grapes, Cucumber, Brightening, Lightening, Anti Tan, Paraben Free, Mineral Oil Free",100 g,https://www.bigbasket.com/media/uploads/p/l/40187636_3-glamveda-rice-water-brightening-scrub.jpg,1.69,Beauty & Hygiene
Power - Fresh Breath Fluoride Toothpaste 100 g + Sensitive Toothpaste 80 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1214086_1-clove-power-fresh-breath-fluoride-toothpaste-100-g-sensitive-toothpaste-80-g.jpg,1.64,Beauty & Hygiene
"Moustache Comb - HMBC-195, Colour May Vary",1 pc,https://www.bigbasket.com/media/uploads/p/l/40164129_2-vega-moustache-comb-hmbc-195-colour-may-vary.jpg,0.66,Beauty & Hygiene
"Coffee Body Lotion - With Vitamin C & Shea Butter, Moisturizer, For Normal To Oily Skin",200 ml,https://www.bigbasket.com/media/uploads/p/l/40232610_1-mcaffeine-naked-rich-body-lotion-deep-moisturizing-choco-paraben-free.jpg,2.77,Beauty & Hygiene
"Bio Carrot 40+ SPF UVA/UVB Sunscreen Ultra Soothing Face Cream - For All Skin Types, 100% Botanical Extracts",50 g,https://www.bigbasket.com/media/uploads/p/l/40120565_8-biotique-sunscreen-bio-carrot-40-spf-for-all-skintypes.jpg,1.6,Beauty & Hygiene
Wheat Grass 500 mg Capsules - Boosts Immune System,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40218841_1-healthvit-wheat-grass-500-mg-capsules-boosts-ilune-system.jpg,2.68,Beauty & Hygiene
"Derma Care Advanced Repair Lightly Scented Body Lotion - Dry Skin, With Barrier Repair Complex",400 ml,https://www.bigbasket.com/media/uploads/p/l/40042299_5-vaseline-derma-care-advanced-repair-body-lotion.jpg,2.92,Beauty & Hygiene
Intense Cool Germ Protection Bathing Soap Bar,2x75 g,https://www.bigbasket.com/media/uploads/p/l/1213057_4-dettol-intense-cool-germ-protection-bathing-soap-bar.jpg,0.77,Beauty & Hygiene
"Premium Nail Enamel - Glitter Paint, Non-Toxic",10 ml,https://www.bigbasket.com/media/uploads/p/l/40219649_1-bella-voste-premium-nail-enamel-glitter-paint-non-toxic.jpg,0.6,Beauty & Hygiene
"Bio Berberry Hydrating Cleanser - For All Skin Types, 100% Botanical Extracts",120 ml,https://www.bigbasket.com/media/uploads/p/l/100012998_15-biotique-bio-berberry-refreshing-cleansing-lotion-for-all-skin-types.jpg,1.24,Beauty & Hygiene
"Diva Dreams Two In One Mascara - Volume & Definition, Onyx",9 ml,https://www.bigbasket.com/media/uploads/p/l/40192595_1-biotique-natural-makeup-diva-dreams-two-in-one-mascara-volume-definition-onyx.jpg,4.5,Beauty & Hygiene
"Flat Brush - E6-FB, Colour May Vary",1 pc,https://www.bigbasket.com/media/uploads/p/l/40089827_1-vega-flat-brush-e6-fb-colour-may-vary.jpg,2.1,Beauty & Hygiene
"M2 Perfume Spray - Fresh & Long Lasting Fragrance, For Men",120 ml,https://www.bigbasket.com/media/uploads/p/l/40049912_1-engage-m2-perfume-spray-for-men.jpg,1.44,Beauty & Hygiene
Signature Mysterious No Gas Body Deodorant - For Men,2x154 ml,https://www.bigbasket.com/media/uploads/p/l/1213523_3-axe-signature-mysterious-no-gas-body-deodorant-for-men.jpg,2.8,Beauty & Hygiene
"Loofah/Sponge Scrubber/Body Bath  - Eyes, Light Pink, BH-025 LP",1 pc,https://www.bigbasket.com/media/uploads/p/l/40142850_2-bb-home-loofahsponge-scrubberbody-bath-eyes-light-pink-bh-025-lp.jpg,1.49,Beauty & Hygiene
Cold Pressed Olive Oil 225 ml + Cold Pressed Virgin Coconut Oil 225 ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1220810_1-soulflower-cold-pressed-olive-oil-225-ml-cold-pressed-virgin-coconut-oil-225-ml.jpg,4.32,Beauty & Hygiene
Long Lasting Matte Lip Gloss - Smudge Proof,3.6 g,https://www.bigbasket.com/media/uploads/p/l/40241361_1-miss-rose-long-lasting-matte-lip-gloss-smudge-proof.jpg,0.98,Beauty & Hygiene
"Cold Pressed Castor Oil, 225 ml + Onion Biotin Shampoo, 300 ml",Combo,https://www.bigbasket.com/media/uploads/p/l/1221011_1-soulflower-cold-pressed-castor-oil-225-ml-onion-biotin-shampoo-300-ml.jpg,5.56,Beauty & Hygiene
Matte As Hell Crayon Lipstick Mini Sets - Highly Pigmented,2.5 g,https://www.bigbasket.com/media/uploads/p/l/40239707_1-sugar-cosmetics-matte-as-hell-crayon-lipstick-mini-sets-highly-pigmented.jpg,10.61,Beauty & Hygiene
Swarna Guggulu,10 Tablets,https://www.bigbasket.com/media/uploads/p/l/40190644_1-dabur-swarna-guggulu.jpg,3.38,Beauty & Hygiene
"Red Zx - Eau De Parfume & Perfume Body Spray, Long Lasting Fragrance",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40247461_1-ramsons-red-zx-eau-de-parfume-perfume-body-spray-long-lasting-fragrance.jpg,3.64,Beauty & Hygiene
"Cuticle Knife & Pusher - Durable, Large, Assorted Colour, DFP100111",1 pc,https://www.bigbasket.com/media/uploads/p/l/40247359_1-titania-softtouch-cuticle-knife-and-pusher-135-cm-assorted-colours-set-of-1-pc.jpg,2.29,Beauty & Hygiene
Contour Micro Vibrating Facial Jade Roller & Massager - Reduce Puffiness & Dark Circles,1 pc,https://www.bigbasket.com/media/uploads/p/l/40240532_1-flawless-contour-micro-vibrating-facial-jade-roller-massager-reduce-puffiness-dark-circles.jpg,20.9,Beauty & Hygiene
Wandurlust Matt Chrome Nail Paint,11 ml,https://www.bigbasket.com/media/uploads/p/l/40210431_1-myglal-wandurlust-matt-chrome-nail-paint.jpg,1.87,Beauty & Hygiene
"Frangipani & Oil Shower Gel - With Refreshing Scent, pH Balanced, Moisturising",250 ml,https://www.bigbasket.com/media/uploads/p/l/30005104_5-nivea-frangipani-oil-shower-gel-body-wash-pampering-care-with-refreshing-scent-of-frangipani-flower.jpg,1.91,Beauty & Hygiene
Orange & Sandalwood Pre-Shave Oil,50 ml,https://www.bigbasket.com/media/uploads/p/l/40250881_1-bombay-shaving-company-orange-sandalwood-pre-shave-oil.jpg,2.97,Beauty & Hygiene
Bright Complete Duo Action Face Wash - Fights Dark Spots,100 g,https://www.bigbasket.com/media/uploads/p/l/40147926_6-garnier-bright-complete-brightening-duo-action-face-wash.jpg,1.57,Beauty & Hygiene
Fragrance Body Spray - Marco,150 ml,https://www.bigbasket.com/media/uploads/p/l/40001562_2-fogg-fragrance-body-spray-marco.jpg,1.93,Beauty & Hygiene
Refreshing & Glowing Sheet Mask In Japanese Cotton,25 ml,https://www.bigbasket.com/media/uploads/p/l/40250750_1-skin-fx-refreshing-glowing-sheet-mask-in-japanese-cotton.jpg,1.19,Beauty & Hygiene
Absolute Argan Oil Serum Foundation - Cool Walnut,15 ml,https://www.bigbasket.com/media/uploads/p/l/40191155_2-lakme-absolute-argan-oil-serum-foundation-cool-walnut.jpg,6.0,Beauty & Hygiene
Radiant Platinum Cellular Anti-Ageing Facial Kit,1 pc,https://www.bigbasket.com/media/uploads/p/l/40142426_1-lotus-herbals-radiant-platinum-cellular-anti-ageing-facial-kit.jpg,11.62,Beauty & Hygiene
Pure Tea Tree Soap,150 g,https://www.bigbasket.com/media/uploads/p/l/30006982_3-soulflower-cold-processed-tea-tree-handmade-soap.jpg,2.25,Beauty & Hygiene
Ginkgo Biloba 60 mg + Bilberry 120 mg + Lutein 20 mg Capsules - Boosts Immune System,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40218899_1-healthvit-ginkgo-biloba-60-mg-bilberry-120-mg-lutein-20-mg-capsules-boosts-ilune-system.jpg,8.28,Beauty & Hygiene
Pro Protect Pro Collection Shampoo - Moroccan & Argan Oil,185 ml,https://www.bigbasket.com/media/uploads/p/l/40195270_4-tresele-pro-protect-sulphate-free-shampoo.jpg,2.36,Beauty & Hygiene
Spanish Saffron,1 g,https://www.bigbasket.com/media/uploads/p/l/40205646_2-vedapure-spanish-saffron.jpg,2.97,Beauty & Hygiene
Colossal Bold Eyeliner - Black,3 g,https://www.bigbasket.com/media/uploads/p/l/40174565_6-maybelline-new-york-colossal-bold-eyeliner-black.jpg,1.67,Beauty & Hygiene
Coconut & Shea Butter Lip Balm,5 g,https://www.bigbasket.com/media/uploads/p/l/40165578_4-fizzy-fern-coconut-shea-butter-lip-balm.jpg,1.88,Beauty & Hygiene
Herbal Rose & Aloevera Facial Massage Gel,100 g,https://www.bigbasket.com/media/uploads/p/l/40171526_4-khadi-natural-herbal-rose-aloevera-facial-massage-gel.jpg,1.5,Beauty & Hygiene
Cold Pressed Olive Oil 225 ml + Onion Biotin Shampoo - Restores Shine 300ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1220809_1-soulflower-cold-pressed-olive-oil-225-ml-onion-biotin-shampoo-restores-shine-300ml.jpg,5.56,Beauty & Hygiene
Refreshing Body Spray for Women - Morning Dew,150 ml,https://www.bigbasket.com/media/uploads/p/l/40016522_4-yardley-london-refreshing-body-spray-morning-dew-for-women.jpg,1.76,Beauty & Hygiene
"Herbal Hair Serum - Smooth & Silky Hair, Ayurvedic Recipe, SLS/Paraben Free",50 ml,https://www.bigbasket.com/media/uploads/p/l/40171528_3-khadi-natural-herbal-hair-serum.jpg,1.64,Beauty & Hygiene
"Daily Care Ayurvedic Hair Oil - With Aloe Vera, Vitamin E & 6 Herbs, For Strong, Shiny Hair",200 ml,https://www.bigbasket.com/media/uploads/p/l/40240695_1-sesa-daily-care-ayurvedic-hair-oil-with-aloe-vera-vitamin-e-6-herbs-for-strong-shiny-hair.jpg,0.88,Beauty & Hygiene
Ecostay Fantasy Nail Enamel,10 ml,https://www.bigbasket.com/media/uploads/p/l/40151281_2-lotus-makeup-ecostay-fantasy-nail-enamel.jpg,1.49,Beauty & Hygiene
"Green Tea Clay Mask - Calms & Soothes Skin, For Clear & Blemish Free Complexion",125 g,https://www.bigbasket.com/media/uploads/p/l/40250464_1-spantra-green-tea-clay-mask-calms-soothes-skin-for-clear-blemish-free-complexion.jpg,2.5,Beauty & Hygiene
Gentle Nail Paint Remover With Vitamin E,125 g,https://www.bigbasket.com/media/uploads/p/l/40224860_1-blue-heaven-gentle-nail-paint-remover-with-vitamin-e.jpg,0.96,Beauty & Hygiene
Classic Eau De Toilette Natural Spray - Provides Dynamic Fragrance,40 ml,https://www.bigbasket.com/media/uploads/p/l/40224056_1-jaguar-classic-eau-de-toilette-natural-spray-provides-dynamic-fragrance.jpg,14.4,Beauty & Hygiene
"Skin Repair Mocha Coffee Face Mask - Sebum Control, With Cocoa & Bentonite Clay",100 g,https://www.bigbasket.com/media/uploads/p/l/40232619_1-mcaffeine-mocha-coffee-face-mask-skin-repair-oil-control-cocoa-bentonite-clay.jpg,4.03,Beauty & Hygiene
"Bobby Pins/Hair Clips - Lightweight, Durable, For Women, Black, DP100210",20 pcs,https://www.bigbasket.com/media/uploads/p/l/40247416_1-titania-hair-clips-with-waved-design-7-cm-black-set-of-20-pcs.jpg,1.49,Beauty & Hygiene
"Lavender Essential Oil + Lemongrass Essential Oil, each of 15 ml",Combo,https://www.bigbasket.com/media/uploads/p/l/1220993_1-soulflower-lavender-essential-oil-lemongrass-essential-oil-each-of-15-ml.jpg,6.33,Beauty & Hygiene
"Body Lotion - Nourishing Body Milk, For Very Dry Skin",3x400 ml,https://www.bigbasket.com/media/uploads/p/l/1212185_2-nivea-body-lotion-nourishing-body-milk-for-very-dry-skin.jpg,7.96,Beauty & Hygiene
Aromatic Skin Toner,100 ml,https://www.bigbasket.com/media/uploads/p/l/40051412_1-aroma-magic-aromatic-skin-toner.jpg,0.94,Beauty & Hygiene
"Vedshakti Ayurvedic Toothpaste - Anti-Germ, With Neem, Clove, Amla, Tulsi & Honey",200 g,https://www.bigbasket.com/media/uploads/p/l/40195549_5-colgate-swarna-vedshakti-ayurvedic-toothpaste-anti-bacterial-paste-with-neem-clove-and-honey.jpg,3.65,Beauty & Hygiene
"Odyssey Homme - White Edition, Eau De Parfum, Oriental, Woody Scent, For Men",100 ml,https://www.bigbasket.com/media/uploads/p/l/40254679_2-armaf-odyssey-hole-white-edition-eau-de-parfum-oriental-woody-scent-for-men.jpg,8.1,Beauty & Hygiene
"Surgical Face Mask 3-Layer- Disposable, Anti-Dust & Anti-Pollution, With Earloop",10x10 pcs,https://www.bigbasket.com/media/uploads/p/l/1210023_1-octus-surgical-face-mask-3-layer-disposable-anti-dust-anti-pollution-with-earloop.jpg,4.51,Beauty & Hygiene
"Pro-V Shampoo - For Hair Fall Control, Strengthens From Root To Tip",1 L,https://www.bigbasket.com/media/uploads/p/l/40117659_2-pantene-pro-v-shampoo-for-hair-fall-control-strengthens-from-root-to-tip.jpg,5.16,Beauty & Hygiene
Professional Blusher Palette,45 g,https://www.bigbasket.com/media/uploads/p/l/40204669_2-miss-claire-professional-blusher-palette.jpg,12.71,Beauty & Hygiene
OUD Eau De Parfum - For Men,100 ml,https://www.bigbasket.com/media/uploads/p/l/40232289_1-villain-oud-eau-de-parfum-for-men.jpg,4.88,Beauty & Hygiene
"Silky Skin Rose & Geranium Facial Foam - For Dry & Dehydrated Skin, Sulphate Free & PH Balanced",100 ml,https://www.bigbasket.com/media/uploads/p/l/40149677_2-inatur-silky-skin-rose-geranium-facial-foam.jpg,1.62,Beauty & Hygiene
"Body Wash & Shower Gel - Cool, Provides Odour Protection, Mint & Bergamot",250 ml,https://www.bigbasket.com/media/uploads/p/l/40184903_7-dettol-body-wash-shower-gel-cool-provides-odour-protection-mint-bergamot.jpg,1.44,Beauty & Hygiene
"Bio - Oil Original Face & Body Oil, suitable for Acne Scar Removal, Pigmentation, Dark Spots & Stretch Marks & Ageing Signs for Glowing Skin with Vitamin A & E; All Skin Types | 200ml",200 ml,https://www.bigbasket.com/media/uploads/p/l/40149071_4-bio-oil-specialist-skin-care-oil-scars-stretch-mark-ageing-uneven-skin-tone.jpg,7.84,Beauty & Hygiene
