name,description,imgUrl,price,category
"Nilgiri Oolong Tea - Wa, May Help In Weight Management",2 g,https://www.bigbasket.com/media/uploads/p/l/40096761_6-teamonk-nilgiri-wa-oolong-tea.jpg,4.2,Beverages
"Sharbat - Paan, Syrup",500 ml,https://www.bigbasket.com/media/uploads/p/l/40132141_1-gulabs-sharbat-paan-syrup.jpg,3.0,Beverages
Aamras Juice,1 L,https://www.bigbasket.com/media/uploads/p/l/30005367_3-paper-boat-aamras-juice.jpg,0.84,Beverages
"Fruit Power Mixed Fruit Juice - Vitamin Boost, Refreshing Drink, No Preservatives",1 L,https://www.bigbasket.com/media/uploads/p/l/40253188_1-real-mixed-fruit-juice-vitamin-boost-refreshing-drink-no-preservatives.jpg,0.9,Beverages
Masters Blend Tea- Rich Taste,250 g,https://www.bigbasket.com/media/uploads/p/l/40128176_6-emperia-masters-blend-tea-rich-taste.jpg,1.39,Beverages
Soft Drink,250 ml,https://www.bigbasket.com/media/uploads/p/l/292398_9-mountain-dew-soft-drink.jpg,0.33,Beverages
"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",1 kg,https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg,5.27,Beverages
Stainless Steel Scourer Set,4 pcs,https://www.bigbasket.com/media/uploads/p/l/40210511_2-liao-stainless-steel-scourer-set.jpg,0.69,Cleaning & Household
Fancy Floral Moti Rakhi,1 pc,https://www.bigbasket.com/media/uploads/p/l/40222615_1-arham-fancy-floral-moti-rakhi.jpg,0.45,Cleaning & Household
"Suny Pencil Sharpener - Plastic, Assorted Shape & Color, BB1291AST",1 pc,https://www.bigbasket.com/media/uploads/p/l/40186648_2-suny-pencil-desktop-sharpener-plastic-house-shaped-bb1291blu-assorted-color.jpg,1.79,Cleaning & Household
"Slim Scale - 12""",1 pc,https://www.bigbasket.com/media/uploads/p/l/40188546_2-faber-castell-slim-scale-12.jpg,0.1,Cleaning & Household
"Suny Pencil Sharpener - Plastic, Assorted Shape & Color, BB1289AST",1 pc,https://www.bigbasket.com/media/uploads/p/l/40186642_2-diamond-little-genius-pencil-desktop-sharpener-plastic-bb1289grn-assorted-color.jpg,1.29,Cleaning & Household
"Artic Air Plant-based Toilet Bowl Cleaner - Safe On Skin & Ceramics, No Toxic Chemicals",5 L,https://www.bigbasket.com/media/uploads/p/l/40259854_1-born-good-artic-air-plant-based-toilet-bowl-cleaner-safe-on-skin-ceramics-no-toxic-chemicals.jpg,14.99,Cleaning & Household
"Soft Touch Door Floor Mat/Rug - Durable, Easy To Wash, Bottle Green",1 pc,https://www.bigbasket.com/media/uploads/p/l/40235529_4-veriza-soft-touch-door-floor-matrug-durable-easy-to-wash-bottle-green.jpg,3.29,Cleaning & Household
Golden Tinsel Glossy Foil Fringe Curtain Frills For Party Photo Backdrop Decoration,2 pcs,https://www.bigbasket.com/media/uploads/p/l/40210738_1-cherishx-golden-tinsel-glossy-foil-fringe-curtain-frills-for-party-photo-backdrop-decoration.jpg,1.59,Cleaning & Household
Magic Cleaning Duster With detachable handle,1 pc,https://www.bigbasket.com/media/uploads/p/l/40227141_1-se7en-magic-cleaning-duster-with-detachable-handle.jpg,2.99,Cleaning & Household
Classic Plastic Dustbin / Garbage Bin - Black,6 L,https://www.bigbasket.com/media/uploads/p/l/40098849_6-cello-classic-plastic-dustbin-garbage-bin-black.jpg,4.29,Cleaning & Household
Detergent Washing Powder - Matic Top Load,2 kg,https://www.bigbasket.com/media/uploads/p/l/40097084_11-ariel-detergent-washing-powder-matic-top-load.jpg,3.5,Cleaning & Household
Bubble Rakhi With Heart Shape - For Raksha Bandhan,1 pc,https://www.bigbasket.com/media/uploads/p/l/40268190_3-unique-arts-interiors-bubble-rakhi-with-heart-shape-for-raksha-bandhan.jpg,0.45,Cleaning & Household
Scale - Plastic,12 inch,https://www.bigbasket.com/media/uploads/p/l/40126494_2-faber-castell-scale-plastic.jpg,1.49,Cleaning & Household
Tile Brush - Heavy Duty Nylon Bathroom,1 pc,https://www.bigbasket.com/media/uploads/p/l/40113348_2-liao-tile-brush-heavy-duty-nylon-bathroom.jpg,1.79,Cleaning & Household
"Latex Balloons - Red, Premium Quality, Durable",100 pcs,https://www.bigbasket.com/media/uploads/p/l/40244224_1-hankley-latex-balloons-red-premium-quality-durable.jpg,3.19,Cleaning & Household
Wet Mop - Microfiber Floor Mop with Steel Stick,1 pc,https://www.bigbasket.com/media/uploads/p/l/40113319_2-liao-wet-mop-floor-cotton-with-steel-stick.jpg,3.99,Cleaning & Household
"Merry Christmas Decorative Banner - BB1474, Gold",1 pc,https://www.bigbasket.com/media/uploads/p/l/40186529_1-dp-merry-christmas-decorative-banner-bb1474-gold.jpg,0.55,Cleaning & Household
Popular Plastic Bathing Mug - Pink,1 L,https://www.bigbasket.com/media/uploads/p/l/40172186_6-bb-home-popular-plastic-bathing-mug-pink.jpg,0.19,Cleaning & Household
Disinfectant Surface & Floor Cleaner Liquid - Citrus,2 L,https://www.bigbasket.com/media/uploads/p/l/249154_13-lizol-disinfectant-surface-floor-cleaner-liquid-citrus-kills-999-germs.jpg,3.49,Cleaning & Household
"Anti Skid Door/Floor Mat - Eazy Home Dark Brown, Premium, Strong & Durable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40238128_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-dark-brown-premium-strong-durable.jpg,1.99,Cleaning & Household
Duster /Brush - Multi Purpose Car & Computer Cleaning,1 pc,https://www.bigbasket.com/media/uploads/p/l/40113353_2-liao-duster-brush-multi-purpose-car-computer-cleaning.jpg,1.99,Cleaning & Household
Lotus Tealight Holder,2 pcs,https://www.bigbasket.com/media/uploads/p/l/40180918_4-pahal-lotus-tealight-holder.jpg,1.99,Cleaning & Household
"Multistar Fruit /Kitchen Storage Basket - Multipurpose, Durable, Pastel Blue",4 pcs,https://www.bigbasket.com/media/uploads/p/l/40226030_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,6.49,Cleaning & Household
"Herbal Holi Gulal - Green, Organic, Skin Friendly, Non-Toxic, For Festive Use",100 g,https://www.bigbasket.com/media/uploads/p/l/40244124_2-ascension-herbal-holi-gulal-green-organic-skin-friendly-non-toxic-for-festive-use-rangoli.jpg,0.59,Cleaning & Household
"Antibacterial Surface Liquid Disinfectant Cleaner - Multipurpose, Kills Germs",500 ml,https://www.bigbasket.com/media/uploads/p/l/40201551_5-dettol-antibacterial-surface-liquid-disinfectant-cleaner-multipurpose-kills-germs.jpg,1.43,Cleaning & Household
Bhakti Super Economy Box - FG00226,90 g,https://www.bigbasket.com/media/uploads/p/l/40197908_1-shalimar-bhakti-super-economy-box-fg00226.jpg,0.3,Cleaning & Household
"Plastic Magic Twist & Clean Mop Set - Standard, 360 Degree Rotation, Pink",1 pc,https://www.bigbasket.com/media/uploads/p/l/40247702_1-trueware-plastic-magic-twist-clean-mop-set-standard-360-degree-rotation-pink.jpg,8.99,Cleaning & Household
"Garbage/Dustbin With Plastic Pedal - Durable, Mini, Blue",7 L,https://www.bigbasket.com/media/uploads/p/l/40135055_4-princeware-garbagedustbin-with-plastic-pedal-mini-blue.jpg,1.49,Cleaning & Household
"Toilet Cleaning - Plunger, Large",2x1 pc,https://www.bigbasket.com/media/uploads/p/l/1204329_1-liao-toilet-cleaning-plunger-large.jpg,3.78,Cleaning & Household
"Krafty Premium Multipurpose Plastic Basket - Small, Assorted Colour",1 pc,https://www.bigbasket.com/media/uploads/p/l/40162353_5-swastik-krafty-premium-multipurpose-plastic-basket-small-assorted-colour.jpg,0.59,Cleaning & Household
Better Home Square Plastic Multipurpose Fruits/Vegetable Basket - Assorted Colour,3 pcs,https://www.bigbasket.com/media/uploads/p/l/40199902_4-joyo-better-home-square-plastic-multipurpose-fruitsvegetable-basket-assorted-colour.jpg,1.29,Cleaning & Household
Fabric Conditioner,450 ml,https://www.bigbasket.com/media/uploads/p/l/40229726_1-tropical-dew-fabric-conditioner.jpg,2.44,Cleaning & Household
"Dishwashing Liquid - Lime & Basil, 0% Phosphates, Parabens, EDTA, Removes Tough Grease Stains",5 L,https://www.bigbasket.com/media/uploads/p/l/40244356_2-koparo-clean-dishwashing-liquid-lime-basil-0-phosphates-parabens-edta-removes-tough-grease-stains.jpg,14.99,Cleaning & Household
"Clothes Storage Laundry Bag - Fabric, Grey, Gry BB 565",1 pc,https://www.bigbasket.com/media/uploads/p/l/40135991_2-dp-clothes-storage-laundry-bag-fabric-grey-gry-bb-565.jpg,7.99,Cleaning & Household
"Disinfectant Toilet Cleaner Liquid, Original",500 ml,https://www.bigbasket.com/media/uploads/p/l/263754_13-harpic-power-plus-disinfectant-toilet-cleaner-liquid-original.jpg,0.93,Cleaning & Household
Complete Detergent Washing Powder,2 kg,https://www.bigbasket.com/media/uploads/p/l/216400_14-ariel-complete-detergent-washing-powder.jpg,6.7,Cleaning & Household
"Premium Plastic Hanging Cloth Drying Clips - 2mm, Green",12 pcs,https://www.bigbasket.com/media/uploads/p/l/40223402_1-trm-premium-plastic-hanging-cloth-drying-clips-2l-green.jpg,0.79,Cleaning & Household
"Anti Slip Bath/Door/Floor Mat - Micro Designer Blue Leaf, Soft, Strong & Durable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40238134_1-athom-living-anti-slip-bathdoorfloor-mat-micro-designer-blue-leaf-soft-strong-durable.jpg,2.99,Cleaning & Household
"Transparent Mug - High Quality, Durable",1.5 l,https://www.bigbasket.com/media/uploads/p/l/40266671_3-princeware-transparent-mug-high-quality-durable.jpg,0.49,Cleaning & Household
Floor Duster - White,1 pc,https://www.bigbasket.com/media/uploads/p/l/40198345_1-rise-n-shine-floor-duster-white.jpg,0.29,Cleaning & Household
"Door/Floor Mats - 100% Rubber,  9-10mm Thick, Multilingual Welcome Design",1 pc,https://www.bigbasket.com/media/uploads/p/l/40230152_2-cocotuft-doorfloor-mats-100-rubber-9-10l-thick-multilingual-welcome-design.jpg,2.99,Cleaning & Household
"Emoji Latex Balloons - 12"", Multicolour, Sturdy, Premium Quality",100 pcs,https://www.bigbasket.com/media/uploads/p/l/40244239_1-hankley-emoji-latex-balloons-12-multicolour-sturdy-premium-quality.jpg,3.99,Cleaning & Household
"Eazo Grass Broom - Long Handle, Durable, Flat Bottom, For Superior Cleaning",300 g,https://www.bigbasket.com/media/uploads/p/l/40264378_1-chakaa-chak-eazo-grass-broom-long-handle-durable-flat-bottom-for-superior-cleaning.jpg,0.65,Cleaning & Household
"Diamond Dustbin With Inner - Home & Office Use, Silver",12 L,https://www.bigbasket.com/media/uploads/p/l/40228487_1-polyset-diamond-dustbin-with-inner-home-office-use-silver.jpg,4.99,Cleaning & Household
Popular Plastic bathing Mug - Blue,1 L,https://www.bigbasket.com/media/uploads/p/l/40172187_6-bb-home-popular-plastic-bathing-mug-blue.jpg,0.19,Cleaning & Household
"Stainless Steel Hanger - Sturdy, Long Lasting, Easy Way To Organise Clothes",6 pcs,https://www.bigbasket.com/media/uploads/p/l/40241860_1-swastik-housewares-stainless-steel-hanger-sturdy-long-lasting-easy-way-to-organise-clothes.jpg,2.99,Cleaning & Household
"Frosty Bucket - Sturdy & Durable, For Home Use, Brown",8 L,https://www.bigbasket.com/media/uploads/p/l/40228364_1-polyset-frosty-bucket-sturdy-durable-for-home-use-brown.jpg,0.99,Cleaning & Household
"Automatic Spray Refills - Room Freshener, Aromatic, Summer Delights, Rose & Saffron",250 ml,https://www.bigbasket.com/media/uploads/p/l/40244973_1-airwick-automatic-spray-refills-room-freshener-aromatic-suler-delights-rose-saffron.jpg,5.39,Cleaning & Household
"Disney Multipurpose Portable Table/Desk/Rack/Stool/Shelf - Sturdy, Durable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40180614_8-joyo-disney-multipurpose-portable-tabledeskrackstoolshelf-assorted-colour.jpg,6.79,Cleaning & Household
Kitchen/Hand Towel - Assorted Colour,3 pcs,https://www.bigbasket.com/media/uploads/p/l/40198340_1-rise-n-shine-kitchenhand-towel-assorted-colour.jpg,0.79,Cleaning & Household
Wet Mop - Micro Fiber Floor Square Refill,1 pc,https://www.bigbasket.com/media/uploads/p/l/40113361_2-liao-wet-mop-micro-fiber-floor-square-refill.jpg,3.49,Cleaning & Household
"Regular Plain Bucket - Sturdy & Durable, Silver, For Home Use",8 L,https://www.bigbasket.com/media/uploads/p/l/40228361_1-polyset-regular-plain-bucket-sturdy-durable-silver-for-home-use.jpg,0.99,Cleaning & Household
Anti Microbial Plant Based Liquid Laundry Detergent,450 ml,https://www.bigbasket.com/media/uploads/p/l/40208396_1-born-good-anti-microbial-plant-based-liquid-laundry-detergent.jpg,1.63,Cleaning & Household
"Spin Mop Bucket With 2 Refills - 360 Degree Cleaning, Grey & Blue",1 pc,https://www.bigbasket.com/media/uploads/p/l/40220442_1-frestol-spin-mop-bucket-with-2-refills-360-degree-cleaning-grey-blue.jpg,7.99,Cleaning & Household
"Soft Touch Door Floor Mat/Rug - Durable, Easy To Wash, Aquarium",1 pc,https://www.bigbasket.com/media/uploads/p/l/40235532_5-veriza-soft-touch-door-floor-matrug-durable-easy-to-wash-aquarium.jpg,3.29,Cleaning & Household
Floor Brush - With Dustpan,2 pcs,https://www.bigbasket.com/media/uploads/p/l/40113371_2-liao-floor-brush-with-dustpan.jpg,2.49,Cleaning & Household
"Baby Shower Foil Balloons - 27"", Assorted Colours, Premium Quality, Durable",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40244222_1-hankley-baby-shower-foil-balloons-27-assorted-colours-premium-quality-durable.jpg,4.29,Cleaning & Household
"Plastic Dustbin / Garbage Bin - Big, Multicolour, Deluxe",9 L,https://www.bigbasket.com/media/uploads/p/l/40135111_4-princeware-plastic-dustbin-garbage-bin-big-multicolour-deluxe.jpg,1.29,Cleaning & Household
"Plastic Frosty Bucket - Pink, Delux",18 L,https://www.bigbasket.com/media/uploads/p/l/40232437_1-cello-plastic-frosty-bucket-pink-delux.jpg,2.79,Cleaning & Household
"Atlas Laundry Basket - With Wheels, Matte Brown",53 L,https://www.bigbasket.com/media/uploads/p/l/40228469_2-polyset-atlas-laundry-basket-with-wheels-matte-brown.jpg,5.49,Cleaning & Household
"Clothes Storage Laundry Bag - Fabric, Grey, Gry BB 553",1 pc,https://www.bigbasket.com/media/uploads/p/l/40135994_2-dp-clothes-storage-laundry-bag-fabric-grey-gry-bb-553.jpg,7.99,Cleaning & Household
Artist Water Colour - Assorted Colour,12 pcs,https://www.bigbasket.com/media/uploads/p/l/40126465_6-faber-castell-artist-water-colour-assorted-colour.jpg,0.75,Cleaning & Household
"Scented Medium Candles - BB1370, Assorted",6 pcs,https://www.bigbasket.com/media/uploads/p/l/40186427_1-dp-scented-medium-candles-bb1370-assorted.jpg,3.99,Cleaning & Household
"Fabric Conditioner With Geranium & Lavender - Eco-Friendly, Refreshing Fragrance",5 L,https://www.bigbasket.com/media/uploads/p/l/40245296_2-purecult-fabric-conditioner-with-geranium-lavender-eco-friendly-refreshing-fragrance.jpg,19.49,Cleaning & Household
"Anti Slip Door/Floor Mat - Block Printed, Premium, Strong & Durable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40238119_1-athom-living-anti-slip-doorfloor-mat-block-printed-premium-strong-durable.jpg,2.49,Cleaning & Household
"Anti Slip Bath/Door/Floor Mat - Micro Designer Pink Flower, Soft, Strong & Durable",1 pc,https://www.bigbasket.com/media/uploads/p/l/40238146_1-athom-living-anti-slip-bathdoorfloor-mat-micro-designer-pink-flower-soft-strong-durable.jpg,2.99,Cleaning & Household
Black & White Ballon Combo - For Parties & Celebrations,100 pcs,https://www.bigbasket.com/media/uploads/p/l/40244252_2-hankley-black-white-ballon-combo-for-parties-celebrations.jpg,2.99,Cleaning & Household
Plastic Bucket - Various Bright Colours,16 L,https://www.bigbasket.com/media/uploads/p/l/40024401_2-laplast-plastic-bucket-various-bright-colours.jpg,1.09,Cleaning & Household
Plastic Dustbin - Grey,13 L,https://www.bigbasket.com/media/uploads/p/l/40185332_2-dp-plastic-dustbin-grey.jpg,2.01,Cleaning & Household
"Kitchen Multiutility Plastic Tray - Pink, Maharaja",1 pc,https://www.bigbasket.com/media/uploads/p/l/40135054_4-princeware-kitchen-multiutility-plastic-tray-pink-maharaja.jpg,2.49,Cleaning & Household
"Laundry Detergent Liquid - Fresh Cotton, Lily & Vanilla, Removes Tough Stains",5 L,https://www.bigbasket.com/media/uploads/p/l/40261873_1-koparo-clean-laundry-detergent-liquid-fresh-cotton-lily-vanilla-removes-tough-stains.jpg,22.74,Cleaning & Household
Toilet Cleaning - Plunger Meduim,1 pc,https://www.bigbasket.com/media/uploads/p/l/40113383_2-liao-toilet-cleaning-plunger-meduim.jpg,1.79,Cleaning & Household
Beautiful Brother Rakhi Card - UARKC03,1 pc,https://www.bigbasket.com/media/uploads/p/l/40112058_5-unique-arts-interiors-beautiful-brother-rakhi-card-uarkc03.jpg,0.49,Cleaning & Household
"SP Bucket - Durable & Sturdy, For Home Use, Transparent",22 L,https://www.bigbasket.com/media/uploads/p/l/40228369_1-polyset-sp-bucket-durable-sturdy-for-home-use-transparent.jpg,2.99,Cleaning & Household
Disinfectant Surface Cleaner,500 ml,https://www.bigbasket.com/media/uploads/p/l/40205797_1-nature-protect-disinfectant-surface-cleaner.jpg,0.79,Cleaning & Household
Kroma Premium Plastic Soap Case - Assorted Colour,2 x 1 pc,https://www.bigbasket.com/media/uploads/p/l/1213349_1-swastik-kroma-premium-plastic-soap-case-assorted-colour.jpg,0.58,Cleaning & Household
Pedal Plastic Dustbin / Garbage Bin - Blue,8 L,https://www.bigbasket.com/media/uploads/p/l/40178600_1-laplast-pedal-plastic-dustbin-garbage-bin-blue.jpg,1.99,Cleaning & Household
"Clothes Storage Laundry Bag - Fabric, Beige, Cubical, Bge BB 548 2",1 pc,https://www.bigbasket.com/media/uploads/p/l/40135998_2-dp-clothes-storage-laundry-bag-fabric-beige-cubical-bge-bb-548-2.jpg,4.99,Cleaning & Household
Bubble Rakhi With Square Shape - For Raksha Bandhan,1 pc,https://www.bigbasket.com/media/uploads/p/l/40268191_3-unique-arts-interiors-bubble-rakhi-with-square-shape-for-raksha-bandhan.jpg,0.45,Cleaning & Household
Oriental Incense Stick,15 g,https://www.bigbasket.com/media/uploads/p/l/40197202_1-pahal-oriental-incense-stick.jpg,0.23,Cleaning & Household
Fabric Conditioner - Geranium & Lavender,500 ml,https://www.bigbasket.com/media/uploads/p/l/40208867_2-purecult-fabric-conditioner-geranium-lavender.jpg,2.59,Cleaning & Household
Chicken Breast - Boneless 500 g + Chicken Drumstick Without Skin 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221168_1-fresho-chicken-breast-boneless-500-g-chicken-drumstick-without-skin-500-g.jpg,4.1,"Eggs, Meat & Fish"
Kolkata/Bengali Chitol Peti - 5-6 pcs,500 g,https://www.bigbasket.com/media/uploads/p/l/40048858_1-fresho-chitol-peti-preservative-free-5-6-pcs.jpg,5.49,"Eggs, Meat & Fish"
"Crab - Red, Cleaned & Whole Cut",500 g,https://www.bigbasket.com/media/uploads/p/l/40065430_2-fresho-crab-red-cleaned-whole-cut.jpg,5.89,"Eggs, Meat & Fish"
"Kolkata/Bengali Japani Puti Fish - Whole, Uncleaned",500 g,https://www.bigbasket.com/media/uploads/p/l/40248654_2-fresho-japani-puti-fish-whole-uncleaned-fresh.jpg,1.89,"Eggs, Meat & Fish"
Mutton Goat Kid - Leg Pieces,500 g,https://www.bigbasket.com/media/uploads/p/l/40227663_2-fresho-mutton-goat-kid-leg-pieces.jpg,5.49,"Eggs, Meat & Fish"
Chicken Curry Cut Without Skin 500 g + Chicken Drumstick Without Skin 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221159_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-drumstick-without-skin-500-g.jpg,3.88,"Eggs, Meat & Fish"
Shahi Mughlai Plater,Combo,https://www.bigbasket.com/media/uploads/p/l/1216017_1-fresho-shahi-mughlai-plater.jpg,6.87,"Eggs, Meat & Fish"
"Rohu Steaks Fish - Large, Fresh & Flavourful",500 g,https://www.bigbasket.com/media/uploads/p/l/40227696_1-fresho-rohu-steaks-large-fresh-flavourful.jpg,2.69,"Eggs, Meat & Fish"
"Mutton Lamb - Boneless, Perfect For Curries, Fresh & Tender, 14 To 18 pcs",500 g,https://www.bigbasket.com/media/uploads/p/l/40227614_1-fresho-mutton-lamb-boneless-perfect-for-curries-fresh-tender.jpg,10.99,"Eggs, Meat & Fish"
Chicken Seekh Kabab Punjabi,500 g,https://www.bigbasket.com/media/uploads/p/l/40197972_4-fresho-chicken-seekh-kabab-punjabi.jpg,2.48,"Eggs, Meat & Fish"
"Chicken - Thigh, Without Skin",1 kg,https://www.bigbasket.com/media/uploads/p/l/40085973_1-fresho-chicken-thigh-without-skin.jpg,3.29,"Eggs, Meat & Fish"
Mutton - Biryani Pieces 1 Kg + BB Royal Biryani Basmati Rice 1 kg,Combo,https://www.bigbasket.com/media/uploads/p/l/1220961_1-fresho-mutton-biryani-pieces-1-kg-bb-royal-biryani-basmati-rice-1-kg.jpg,11.83,"Eggs, Meat & Fish"
"Indian Salmon Fish - Gurjali, Preservative Free, 2-3 pcs",500 g,https://www.bigbasket.com/media/uploads/p/l/40087273_3-fresho-indian-salmon-fish-gurjali-preservative-free.jpg,8.79,"Eggs, Meat & Fish"
Kolkata/Bengali Japani Puti Fish - Whole Cleaned,500 g,https://www.bigbasket.com/media/uploads/p/l/40093196_2-fresho-japani-puti-fish.jpg,1.89,"Eggs, Meat & Fish"
Chicken Breast - Boneless 500 g + Chicken Seekh Kabab Nawabi 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221189_1-fresho-chicken-breast-boneless-500-g-chicken-seekh-kabab-nawabi-500-g.jpg,4.91,"Eggs, Meat & Fish"
"Crispy Fish Fillet - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",250 g,https://www.bigbasket.com/media/uploads/p/l/40250800_1-fresho-crispy-fish-fillet-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,2.19,"Eggs, Meat & Fish"
"Catla Fish Large - Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 6-8 pcs",500 g,https://www.bigbasket.com/media/uploads/p/l/20000962_4-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free.jpg,2.99,"Eggs, Meat & Fish"
Chicken - Biryani Cut 1 kg + BB Royal Biryani Basmati Rice 1 kg,Combo,https://www.bigbasket.com/media/uploads/p/l/1220960_1-fresho-chicken-biryani-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg.jpg,4.75,"Eggs, Meat & Fish"
"Desi Rohu Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",500 g,https://www.bigbasket.com/media/uploads/p/l/40240474_4-fresho-desi-rohu-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,1.39,"Eggs, Meat & Fish"
"Mutton Paya - Antibiotic Residue-Free, Growth Hormone-Free, Set Of 4",1 pc,https://www.bigbasket.com/media/uploads/p/l/20001002_3-fresho-mutton-paya-set-of-4-antibiotic-residue-free-growth-hormone-free.jpg,5.69,"Eggs, Meat & Fish"
Kolkata/Bengali Hilsa Fish - Medium,1 kg,https://www.bigbasket.com/media/uploads/p/l/40119211_2-fresho-hilsa-medium.jpg,22.69,"Eggs, Meat & Fish"
"Crispy Chicken Pops - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",250 g,https://www.bigbasket.com/media/uploads/p/l/40250792_1-fresho-crispy-chicken-pops-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,1.39,"Eggs, Meat & Fish"
Mackerel Fish Whole Cleaned 1kg + Honey Mustard Fish 500g,Combo,https://www.bigbasket.com/media/uploads/p/l/1215992_1-fresho-mackerel-fish-whole-cleaned-1kg-honey-mustard-fish-500g.jpg,9.78,"Eggs, Meat & Fish"
Rohu - Curry Cut/ Bengali Cut Without Head,500 g,https://www.bigbasket.com/media/uploads/p/l/40119261_2-fresho-rohu-cut-pieces-medium.jpg,2.49,"Eggs, Meat & Fish"
Chicken Breast - Boneless 500 g + Chicken Seekh Kabab Lime N Pudina 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221191_1-fresho-chicken-breast-boneless-500-g-chicken-seekh-kabab-lime-n-pudina-500-g.jpg,5.47,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Mutton Seekh Kabab Regular 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221193_1-fresho-mutton-curry-cut-500-g-mutton-seekh-kabab-regular-500-g.jpg,8.53,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Basa Fish Fillet 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221176_1-fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g.jpg,6.43,"Eggs, Meat & Fish"
Mutton - Curry Cut 500 g + Chicken Seekh Kabab Punjabi 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221196_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-punjabi-500-g.jpg,7.27,"Eggs, Meat & Fish"
"Breaded Torpedo Prawns - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives",500 g,https://www.bigbasket.com/media/uploads/p/l/40250801_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,3.59,"Eggs, Meat & Fish"
"Fish Chettinad Cubes - Fresh & Juicy, Marinated, Ready To Cook",1 kg,https://www.bigbasket.com/media/uploads/p/l/40231714_2-fresho-fish-chettinad-cubes-juicy-fresh.jpg,7.31,"Eggs, Meat & Fish"
Chicken Breast - Boneless 500 g + Chicken Seekh Kabab Malai N Cheese 500 g,Combo,https://www.bigbasket.com/media/uploads/p/l/1221192_1-fresho-chicken-breast-boneless-500-g-chicken-seekh-kabab-malai-n-cheese-500-g.jpg,4.59,"Eggs, Meat & Fish"
"Mutton - Biryani Pieces, Antibiotic Residue-Free, Growth Hormone-Free, 5 To 7 pcs",250 g,https://www.bigbasket.com/media/uploads/p/l/10000939_7-fresho-mutton-biryani-pieces.jpg,2.99,"Eggs, Meat & Fish"
"Chicken - Gizzard, Antibiotic Residue-Free, 20-25 pcs",500 g,https://www.bigbasket.com/media/uploads/p/l/10000920_11-fresho-chicken-gizzard-antibiotic-residue-free-20-25-pcs.jpg,0.94,"Eggs, Meat & Fish"
"6 Brown Eggs - Indian Breed - No - antibiotics,hormone, steroids - All Natural",6 pcs,https://www.bigbasket.com/media/uploads/p/l/40076080_3-hen-fruit-eggs-brown.jpg,0.76,"Eggs, Meat & Fish"
"Mutton Lamb - Boneless, Perfect For Curries, Fresh & Tender, 28 To 35 pcs",1 kg,https://www.bigbasket.com/media/uploads/p/l/40227616_1-fresho-mutton-lamb-boneless-for-curries-fresh-tender.jpg,20.99,"Eggs, Meat & Fish"
"Mutton - Curry Cut, From Whole Carcass, Antibiotic Residue-Free, 28 to 34 pcs",1 kg,https://www.bigbasket.com/media/uploads/p/l/40048913_4-fresho-mutton-curry-cut-from-whole-carcass-8-10-pcs-antibiotic-residue-free-growth-hormone-free.jpg,7.97,"Eggs, Meat & Fish"
"Chicken Curry Cut Without Skin 500 g + Prawns, Peeled & Deveined 500 g",Combo,https://www.bigbasket.com/media/uploads/p/l/1221164_1-fresho-chicken-curry-cut-without-skin-500-g-prawns-peeled-deveined-500-g.jpg,5.55,"Eggs, Meat & Fish"
